Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Poland,Ekstraklasa,2019/2020,14/09/2019,19:00,Korona Kielce,Wisla,1,1,D,2.37,3.54,3.03,2.4,3.6,3.1,2.28,3.4,2.96
Poland,Ekstraklasa,2019/2020,15/09/2019,14:00,Pogon Szczecin,LKS Lodz,1,0,H,1.68,4.18,4.96,1.77,4.18,5.25,1.67,3.88,4.72
Poland,Ekstraklasa,2019/2020,15/09/2019,16:30,Gornik Z.,Slask Wroclaw,0,0,D,2.4,3.17,3.3,2.51,3.38,3.3,2.36,3.17,3.02
Poland,Ekstraklasa,2019/2020,16/09/2019,17:00,Cracovia,Piast Gliwice,2,0,H,2.51,3.29,3,2.56,3.45,3,2.42,3.2,2.9
Poland,Ekstraklasa,2019/2020,18/09/2019,17:00,Wisla Plock,Legia,1,0,H,5.21,4.08,1.66,5.4,4.12,1.75,4.95,3.79,1.65
Poland,Ekstraklasa,2019/2020,20/09/2019,17:00,Piast Gliwice,Rakow,2,1,H,2.27,3.41,3.32,2.28,3.6,3.55,2.19,3.29,3.23
Poland,Ekstraklasa,2019/2020,20/09/2019,19:30,Lech Poznan,Jagiellonia,1,1,D,2.14,3.63,3.42,2.15,3.7,3.42,2.11,3.46,3.26
Poland,Ekstraklasa,2019/2020,21/09/2019,14:00,LKS Lodz,Arka Gdynia,1,4,A,2.18,3.45,3.48,2.3,3.58,3.6,2.13,3.39,3.28
Poland,Ekstraklasa,2019/2020,21/09/2019,16:30,Lechia Gdansk,Korona Kielce,2,0,H,1.88,3.69,4.3,1.93,3.7,4.5,1.86,3.47,4.06
Poland,Ekstraklasa,2019/2020,21/09/2019,19:00,Slask Wroclaw,Zaglebie,4,4,D,2.1,3.43,3.74,2.13,3.6,3.75,2.04,3.35,3.55
Poland,Ekstraklasa,2019/2020,22/09/2019,11:30,Wisla Plock,Wisla,2,1,H,2.54,3.56,2.78,2.55,3.6,2.95,2.46,3.4,2.71
Poland,Ekstraklasa,2019/2020,22/09/2019,14:00,Pogon Szczecin,Gornik Z.,1,1,D,2.2,3.26,3.66,2.21,3.5,4,2.09,3.29,3.52
Poland,Ekstraklasa,2019/2020,22/09/2019,16:30,Cracovia,Legia,1,2,A,3.59,3.25,2.23,3.59,3.45,2.27,3.34,3.14,2.21
Poland,Ekstraklasa,2019/2020,27/09/2019,19:30,Korona Kielce,Slask Wroclaw,1,0,H,3.58,3.46,2.14,3.63,3.48,2.25,3.35,3.32,2.14
Poland,Ekstraklasa,2019/2020,28/09/2019,14:00,Rakow,Wisla Plock,1,2,A,2.01,3.65,3.84,2.12,3.65,3.85,1.96,3.49,3.64
Poland,Ekstraklasa,2019/2020,28/09/2019,16:30,Legia,Lechia Gdansk,1,2,A,1.76,3.73,4.93,1.8,3.85,5.1,1.73,3.64,4.6
Poland,Ekstraklasa,2019/2020,28/09/2019,19:00,Gornik Z.,Lech Poznan,1,3,A,2.66,3.45,2.71,2.66,3.48,2.75,2.57,3.3,2.63
Poland,Ekstraklasa,2019/2020,29/09/2019,11:30,Arka Gdynia,Piast Gliwice,0,0,D,2.77,3.33,2.68,2.8,3.34,2.68,2.67,3.22,2.58
Poland,Ekstraklasa,2019/2020,29/09/2019,14:00,Jagiellonia,Pogon Szczecin,2,3,A,2.23,3.37,3.45,2.25,3.5,3.5,2.18,3.27,3.26
Poland,Ekstraklasa,2019/2020,29/09/2019,16:30,Wisla,Cracovia,0,1,A,2.96,3.54,2.42,3.3,3.54,2.42,2.93,3.36,2.31
Poland,Ekstraklasa,2019/2020,30/09/2019,17:00,Zaglebie,LKS Lodz,3,1,H,1.87,3.83,4.17,1.9,3.85,4.17,1.85,3.66,3.87
Poland,Ekstraklasa,2019/2020,04/10/2019,17:00,Wisla Plock,Arka Gdynia,4,1,H,2.51,3.41,2.91,2.55,3.41,3.1,2.42,3.18,2.89
Poland,Ekstraklasa,2019/2020,04/10/2019,19:30,Slask Wroclaw,Jagiellonia,1,1,D,2.1,3.46,3.71,2.2,3.5,3.75,2.08,3.31,3.47
Poland,Ekstraklasa,2019/2020,05/10/2019,14:00,Pogon Szczecin,Rakow,1,2,A,2.06,3.31,4.06,2.11,3.5,4.06,2.01,3.25,3.79
Poland,Ekstraklasa,2019/2020,05/10/2019,16:30,Lech Poznan,Wisla,4,0,H,1.61,4.22,5.51,1.61,4.5,6,1.57,4.11,5.28
Poland,Ekstraklasa,2019/2020,05/10/2019,19:00,Lechia Gdansk,Zaglebie,1,2,A,2.01,3.67,3.8,2.02,3.74,3.8,1.97,3.52,3.6
Poland,Ekstraklasa,2019/2020,06/10/2019,11:30,LKS Lodz,Korona Kielce,4,1,H,2.23,3.69,3.16,2.41,3.69,3.25,2.23,3.35,3.09
Poland,Ekstraklasa,2019/2020,06/10/2019,14:00,Cracovia,Gornik Z.,1,1,D,1.91,3.73,4.13,2,3.73,4.2,1.88,3.5,3.92
Poland,Ekstraklasa,2019/2020,06/10/2019,16:30,Piast Gliwice,Legia,2,0,H,3.68,3.39,2.13,3.8,3.4,2.25,3.43,3.2,2.14
Poland,Ekstraklasa,2019/2020,18/10/2019,17:00,Zaglebie,Pogon Szczecin,0,1,A,2.42,3.49,2.98,2.42,3.52,3.2,2.33,3.33,2.93
Poland,Ekstraklasa,2019/2020,18/10/2019,19:30,Wisla,Piast Gliwice,1,2,A,2.79,3.57,2.53,2.9,3.6,2.53,2.75,3.37,2.44
Poland,Ekstraklasa,2019/2020,19/10/2019,14:00,Korona Kielce,Wisla Plock,0,1,A,2.2,3.39,3.49,2.3,3.5,3.6,2.17,3.28,3.29
Poland,Ekstraklasa,2019/2020,19/10/2019,16:30,Legia,Lech Poznan,2,1,H,1.95,3.58,4.13,2.05,3.62,4.5,1.92,3.4,3.89
Poland,Ekstraklasa,2019/2020,19/10/2019,19:00,Jagiellonia,Cracovia,3,2,H,2.32,3.52,3.12,2.36,3.52,3.4,2.28,3.33,3.03
Poland,Ekstraklasa,2019/2020,20/10/2019,14:00,Arka Gdynia,Lechia Gdansk,2,2,D,3.42,3.34,2.26,3.5,3.34,2.35,3.22,3.23,2.22
Poland,Ekstraklasa,2019/2020,20/10/2019,16:30,Gornik Z.,LKS Lodz,1,1,D,2.14,3.61,3.45,2.14,3.75,3.75,2.05,3.44,3.42
Poland,Ekstraklasa,2019/2020,21/10/2019,17:00,Rakow,Slask Wroclaw,1,0,H,2.64,3.19,2.93,2.75,3.4,2.93,2.56,3.13,2.76
Poland,Ekstraklasa,2019/2020,25/10/2019,17:00,Cracovia,Pogon Szczecin,2,0,H,2.32,3.35,3.27,2.32,3.5,3.3,2.22,3.25,3.2
Poland,Ekstraklasa,2019/2020,25/10/2019,19:30,Lech Poznan,Zaglebie,1,2,A,1.98,3.82,3.76,2,3.82,3.8,1.93,3.63,3.62
Poland,Ekstraklasa,2019/2020,26/10/2019,14:00,LKS Lodz,Rakow,2,0,H,2.53,3.41,2.89,2.62,3.41,2.91,2.44,3.25,2.81
Poland,Ekstraklasa,2019/2020,26/10/2019,16:30,Piast Gliwice,Korona Kielce,1,0,H,1.76,3.93,4.63,1.78,4,5,1.72,3.7,4.58
Poland,Ekstraklasa,2019/2020,26/10/2019,19:00,Lechia Gdansk,Gornik Z.,1,1,D,1.81,3.8,4.56,1.9,3.8,4.56,1.79,3.63,4.2
Poland,Ekstraklasa,2019/2020,27/10/2019,11:30,Wisla Plock,Jagiellonia,3,1,H,2.97,3.43,2.46,3,3.5,2.65,2.83,3.29,2.42
Poland,Ekstraklasa,2019/2020,27/10/2019,14:00,Slask Wroclaw,Arka Gdynia,2,1,H,1.77,3.81,4.78,1.87,3.81,4.78,1.77,3.59,4.43
Poland,Ekstraklasa,2019/2020,27/10/2019,16:30,Legia,Wisla,7,0,H,1.38,5.13,8.16,1.45,5.13,9.5,1.35,4.79,7.97
Poland,Ekstraklasa,2019/2020,02/11/2019,14:00,Korona Kielce,Zaglebie,1,0,H,2.79,3.29,2.69,2.88,3.5,2.69,2.74,3.19,2.54
Poland,Ekstraklasa,2019/2020,02/11/2019,16:30,Cracovia,Lechia Gdansk,1,0,H,2.35,3.45,3.14,2.38,3.5,3.3,2.29,3.27,3.05
Poland,Ekstraklasa,2019/2020,02/11/2019,19:00,Pogon Szczecin,Lech Poznan,1,1,D,2.71,3.39,2.7,2.71,3.5,2.7,2.62,3.28,2.61
Poland,Ekstraklasa,2019/2020,03/11/2019,11:30,Jagiellonia,LKS Lodz,2,0,H,1.84,3.86,4.27,1.9,3.88,4.5,1.81,3.69,4.06
Poland,Ekstraklasa,2019/2020,03/11/2019,14:00,Gornik Z.,Piast Gliwice,1,1,D,2.47,3.38,2.99,2.63,3.42,3,2.48,3.23,2.79
Poland,Ekstraklasa,2019/2020,03/11/2019,16:30,Arka Gdynia,Legia,0,1,A,4.77,4.14,1.7,5,4.14,1.82,4.63,3.8,1.69
Poland,Ekstraklasa,2019/2020,04/11/2019,17:00,Slask Wroclaw,Wisla Plock,3,1,H,1.78,3.87,4.61,1.87,3.87,4.9,1.77,3.61,4.4
Poland,Ekstraklasa,2019/2020,04/11/2019,19:30,Rakow,Wisla,1,0,H,1.81,3.93,4.33,1.95,3.93,4.33,1.83,3.67,3.96
Poland,Ekstraklasa,2019/2020,08/11/2019,17:00,LKS Lodz,Slask Wroclaw,0,1,A,2.79,3.52,2.55,2.8,3.52,2.7,2.69,3.33,2.51
Poland,Ekstraklasa,2019/2020,08/11/2019,19:30,Piast Gliwice,Jagiellonia,3,1,H,2.28,3.29,3.36,2.4,3.5,3.36,2.27,3.22,3.12
Poland,Ekstraklasa,2019/2020,09/11/2019,14:00,Wisla Plock,Cracovia,0,0,D,3.15,3.36,2.38,3.15,3.4,2.55,2.99,3.23,2.35
Poland,Ekstraklasa,2019/2020,09/11/2019,16:30,Legia,Gornik Z.,5,1,H,1.37,5.09,8.77,1.48,5.09,9.5,1.37,4.65,8.07
Poland,Ekstraklasa,2019/2020,09/11/2019,19:00,Wisla,Arka Gdynia,0,1,A,2.32,3.66,3.03,2.4,3.66,3.3,2.28,3.41,2.97
Poland,Ekstraklasa,2019/2020,10/11/2019,11:30,Zaglebie,Rakow,2,2,D,2.01,3.43,4.09,2.12,3.66,4.09,1.98,3.36,3.74
Poland,Ekstraklasa,2019/2020,10/11/2019,14:00,Lech Poznan,Korona Kielce,0,0,D,1.6,3.93,6.32,1.67,4.08,6.34,1.6,3.79,5.53
Poland,Ekstraklasa,2019/2020,10/11/2019,16:30,Lechia Gdansk,Pogon Szczecin,0,1,A,2.21,3.51,3.35,2.21,3.52,3.6,2.15,3.31,3.3
Poland,Ekstraklasa,2019/2020,22/11/2019,17:00,Gornik Z.,Wisla Plock,2,2,D,2.09,3.36,3.85,2.2,3.57,3.94,2.06,3.3,3.55
Poland,Ekstraklasa,2019/2020,22/11/2019,19:30,Lech Poznan,Piast Gliwice,3,0,H,2.05,3.59,3.72,2.15,3.7,3.72,2.01,3.51,3.46
Poland,Ekstraklasa,2019/2020,23/11/2019,14:00,Korona Kielce,Rakow,3,0,H,2.7,3.23,2.82,2.7,3.45,2.86,2.6,3.14,2.73
Poland,Ekstraklasa,2019/2020,23/11/2019,16:30,Pogon Szczecin,Legia,3,1,H,3.81,3.38,2.1,3.9,3.6,2.11,3.61,3.3,2.03
Poland,Ekstraklasa,2019/2020,23/11/2019,19:00,Lechia Gdansk,LKS Lodz,3,1,H,1.66,4.09,5.27,1.73,4.09,5.27,1.66,3.87,4.82
Poland,Ekstraklasa,2019/2020,24/11/2019,14:00,Jagiellonia,Arka Gdynia,2,0,H,1.76,3.88,4.71,1.79,3.88,4.8,1.73,3.7,4.46
Poland,Ekstraklasa,2019/2020,24/11/2019,16:30,Slask Wroclaw,Wisla,2,1,H,1.63,3.97,5.78,1.66,4.2,5.78,1.6,3.89,5.26
Poland,Ekstraklasa,2019/2020,25/11/2019,17:00,Cracovia,Zaglebie,2,0,H,2.08,3.59,3.63,2.09,3.6,3.75,2.02,3.42,3.49
Poland,Ekstraklasa,2019/2020,29/11/2019,17:00,Zaglebie,Gornik Z.,2,0,H,2.25,3.59,3.21,2.26,3.68,3.55,2.16,3.46,3.14
Poland,Ekstraklasa,2019/2020,29/11/2019,19:30,Wisla Plock,Lech Poznan,0,2,A,3.48,3.61,2.12,3.6,3.61,2.3,3.32,3.4,2.1
Poland,Ekstraklasa,2019/2020,30/11/2019,14:00,Arka Gdynia,Pogon Szczecin,1,1,D,3.44,3.4,2.22,3.5,3.5,2.35,3.25,3.26,2.19
Poland,Ekstraklasa,2019/2020,30/11/2019,16:30,Piast Gliwice,Slask Wroclaw,0,3,A,2.36,3.31,3.23,2.36,3.5,3.37,2.27,3.2,3.14
Poland,Ekstraklasa,2019/2020,30/11/2019,19:00,Legia,Korona Kielce,4,0,H,1.31,5.48,10.08,1.41,5.5,10.08,1.32,5.01,9
Poland,Ekstraklasa,2019/2020,01/12/2019,11:30,Rakow,Jagiellonia,2,1,H,2.85,3.38,2.57,2.9,3.5,2.57,2.78,3.26,2.47
Poland,Ekstraklasa,2019/2020,01/12/2019,14:00,LKS Lodz,Cracovia,1,0,H,3.15,3.48,2.33,3.2,3.6,2.33,3.06,3.34,2.24
Poland,Ekstraklasa,2019/2020,01/12/2019,16:30,Wisla,Lechia Gdansk,0,1,A,3.07,3.63,2.31,3.3,3.75,2.35,3.01,3.5,2.21
Poland,Ekstraklasa,2019/2020,06/12/2019,17:00,Korona Kielce,Arka Gdynia,0,1,A,2.08,3.34,3.94,2.1,3.6,4,2.03,3.26,3.7
Poland,Ekstraklasa,2019/2020,06/12/2019,19:30,Gornik Z.,Wisla,4,2,H,1.96,3.66,3.99,1.99,3.8,4,1.92,3.59,3.7
Poland,Ekstraklasa,2019/2020,07/12/2019,14:00,Jagiellonia,Zaglebie,0,1,A,1.93,3.84,3.9,2,3.84,3.9,1.89,3.65,3.72
Poland,Ekstraklasa,2019/2020,07/12/2019,16:30,Lech Poznan,LKS Lodz,2,0,H,1.56,4.39,5.82,1.63,4.45,5.95,1.56,4.17,5.25
Poland,Ekstraklasa,2019/2020,07/12/2019,19:00,Lechia Gdansk,Wisla Plock,2,0,H,1.73,3.85,5.03,1.83,3.88,5.04,1.71,3.68,4.68
Poland,Ekstraklasa,2019/2020,08/12/2019,11:30,Cracovia,Rakow,3,0,H,1.97,3.38,4.34,2,3.81,4.81,1.92,3.35,4
Poland,Ekstraklasa,2019/2020,08/12/2019,14:00,Pogon Szczecin,Piast Gliwice,1,0,H,2.19,3.49,3.42,2.3,3.5,3.6,2.12,3.37,3.29
Poland,Ekstraklasa,2019/2020,08/12/2019,16:30,Slask Wroclaw,Legia,0,3,A,4.18,3.78,1.88,4.4,3.78,2.01,3.98,3.48,1.88
Poland,Ekstraklasa,2019/2020,13/12/2019,17:00,Arka Gdynia,Zaglebie,2,1,H,3.22,3.42,2.25,3.24,3.5,2.31,3.07,3.31,2.25
Poland,Ekstraklasa,2019/2020,13/12/2019,19:30,Wisla,Pogon Szczecin,1,0,H,3.08,3.57,2.3,3.46,3.6,2.3,3.05,3.41,2.22
Poland,Ekstraklasa,2019/2020,14/12/2019,14:00,Rakow,Gornik Z.,2,1,H,2.47,3.42,2.92,2.53,3.6,3,2.41,3.26,2.85
Poland,Ekstraklasa,2019/2020,14/12/2019,16:30,Slask Wroclaw,Lech Poznan,1,1,D,2.84,3.33,2.58,2.84,3.5,2.7,2.68,3.27,2.55
Poland,Ekstraklasa,2019/2020,14/12/2019,19:00,Legia,Wisla Plock,3,1,H,1.27,6.01,11.05,1.33,6.01,11.05,1.26,5.54,10.16
Poland,Ekstraklasa,2019/2020,15/12/2019,11:30,Piast Gliwice,LKS Lodz,2,1,H,1.73,3.86,4.93,1.77,3.9,5,1.73,3.68,4.55
Poland,Ekstraklasa,2019/2020,15/12/2019,14:00,Korona Kielce,Cracovia,1,0,H,3.11,3.15,2.5,3.11,3.4,2.5,2.98,3.11,2.41
Poland,Ekstraklasa,2019/2020,15/12/2019,16:30,Jagiellonia,Lechia Gdansk,3,0,H,2.47,3.41,2.93,2.49,3.5,3,2.38,3.29,2.87
Poland,Ekstraklasa,2019/2020,19/12/2019,17:00,LKS Lodz,Wisla,2,4,A,2.21,3.43,3.38,2.25,3.6,3.5,2.12,3.4,3.27
Poland,Ekstraklasa,2019/2020,19/12/2019,19:30,Lech Poznan,Arka Gdynia,1,1,D,1.62,4.15,5.44,1.66,4.25,5.78,1.59,4,5.14
Poland,Ekstraklasa,2019/2020,20/12/2019,17:00,Cracovia,Slask Wroclaw,2,0,H,2.55,3.22,2.98,2.56,3.5,3.13,2.4,3.17,2.94
Poland,Ekstraklasa,2019/2020,20/12/2019,17:00,Pogon Szczecin,Korona Kielce,0,1,A,1.99,3.32,4.28,2.06,3.7,5,1.9,3.24,4.23
Poland,Ekstraklasa,2019/2020,20/12/2019,19:30,Zaglebie,Legia,2,1,H,3.89,3.67,1.97,4.05,3.75,2.01,3.72,3.59,1.91
Poland,Ekstraklasa,2019/2020,21/12/2019,14:00,Lechia Gdansk,Rakow,0,3,A,1.81,3.76,4.54,1.87,3.9,4.54,1.79,3.6,4.28
Poland,Ekstraklasa,2019/2020,21/12/2019,16:30,Wisla Plock,Piast Gliwice,2,1,H,2.8,3.39,2.58,2.85,3.5,2.75,2.73,3.26,2.51
Poland,Ekstraklasa,2019/2020,21/12/2019,19:00,Gornik Z.,Jagiellonia,3,0,H,2.65,3.44,2.69,2.7,3.54,2.8,2.58,3.32,2.61
Poland,Ekstraklasa,2019/2020,07/02/2020,17:00,Arka Gdynia,Cracovia,0,1,A,3.4,3.2,2.31,3.4,3.5,2.31,3.2,3.23,2.22
Poland,Ekstraklasa,2019/2020,07/02/2020,19:30,Slask Wroclaw,Lechia Gdansk,2,2,D,1.74,3.74,5.1,1.8,3.79,5.25,1.71,3.64,4.71
Poland,Ekstraklasa,2019/2020,08/02/2020,14:00,Korona Kielce,Gornik Z.,0,0,D,2.66,3.15,2.89,2.76,3.35,3.21,2.6,3.09,2.76
Poland,Ekstraklasa,2019/2020,08/02/2020,16:30,Lech Poznan,Rakow,3,0,H,1.89,3.57,4.34,1.92,3.69,4.34,1.86,3.46,4.08
Poland,Ekstraklasa,2019/2020,08/02/2020,19:00,Wisla,Jagiellonia,3,0,H,2.85,3.54,2.46,2.88,3.6,2.6,2.76,3.4,2.41
Poland,Ekstraklasa,2019/2020,09/02/2020,11:30,Wisla Plock,Pogon Szczecin,2,3,A,3.25,3.19,2.38,3.25,3.4,2.53,3.05,3.1,2.38
Poland,Ekstraklasa,2019/2020,09/02/2020,14:00,Piast Gliwice,Zaglebie,2,0,H,1.98,3.58,3.93,2.05,3.6,3.93,1.95,3.43,3.73
Poland,Ekstraklasa,2019/2020,09/02/2020,16:30,Legia,LKS Lodz,3,1,H,1.25,6,11.93,1.3,6.2,13,1.24,5.91,10.36
Poland,Ekstraklasa,2019/2020,14/02/2020,17:00,Gornik Z.,Arka Gdynia,2,0,H,1.86,3.54,4.56,1.9,3.75,4.57,1.82,3.48,4.27
Poland,Ekstraklasa,2019/2020,14/02/2020,19:30,Lechia Gdansk,Piast Gliwice,1,0,H,3.09,3.14,2.51,3.09,3.4,2.89,2.79,3.14,2.54
Poland,Ekstraklasa,2019/2020,15/02/2020,14:00,LKS Lodz,Wisla Plock,0,0,D,2.35,3.33,3.18,2.5,3.5,3.18,2.3,3.23,3.05
Poland,Ekstraklasa,2019/2020,15/02/2020,16:30,Pogon Szczecin,Slask Wroclaw,0,0,D,2.2,3.14,3.73,2.21,3.4,3.8,2.15,3.13,3.47
Poland,Ekstraklasa,2019/2020,15/02/2020,19:00,Rakow,Legia,2,2,D,4.68,4.27,1.68,5,4.27,1.78,4.47,3.92,1.69
Poland,Ekstraklasa,2019/2020,16/02/2020,11:30,Jagiellonia,Korona Kielce,0,0,D,1.74,3.77,5.04,1.75,3.9,5.31,1.7,3.65,4.75
Poland,Ekstraklasa,2019/2020,16/02/2020,14:00,Zaglebie,Wisla,0,1,A,1.98,3.49,4.07,2.05,3.78,4.07,1.95,3.46,3.72
Poland,Ekstraklasa,2019/2020,16/02/2020,16:30,Cracovia,Lech Poznan,2,1,H,2.33,3.33,3.23,2.45,3.5,3.23,2.31,3.14,3.13
Poland,Ekstraklasa,2019/2020,21/02/2020,17:00,LKS Lodz,Pogon Szczecin,0,0,D,3.19,3.34,2.34,3.3,3.6,2.34,3.12,3.24,2.26
Poland,Ekstraklasa,2019/2020,21/02/2020,19:30,Slask Wroclaw,Gornik Z.,2,1,H,2.08,3.3,3.92,2.08,3.6,4,2,3.31,3.7
Poland,Ekstraklasa,2019/2020,22/02/2020,14:00,Arka Gdynia,Rakow,3,2,H,2.69,3.25,2.78,2.69,3.5,2.95,2.59,3.17,2.7
Poland,Ekstraklasa,2019/2020,22/02/2020,16:30,Legia,Jagiellonia,4,0,H,1.43,4.7,7.63,1.47,4.7,7.63,1.42,4.48,6.95
Poland,Ekstraklasa,2019/2020,22/02/2020,19:00,Piast Gliwice,Cracovia,1,0,H,2.3,3.15,3.49,2.4,3.4,3.49,2.25,3.12,3.28
Poland,Ekstraklasa,2019/2020,23/02/2020,11:30,Wisla Plock,Zaglebie,1,1,D,3.09,3.3,2.42,3.09,3.45,2.6,2.93,3.2,2.4
Poland,Ekstraklasa,2019/2020,23/02/2020,14:00,Wisla,Korona Kielce,2,0,H,2.02,3.41,4.01,2.03,3.65,4.4,1.93,3.36,3.91
Poland,Ekstraklasa,2019/2020,23/02/2020,16:30,Lech Poznan,Lechia Gdansk,2,0,H,1.67,4.09,5.09,1.75,4.09,5.09,1.67,3.84,4.73
Poland,Ekstraklasa,2019/2020,28/02/2020,17:00,Rakow,Piast Gliwice,2,0,H,2.72,3.09,2.87,2.76,3.35,2.87,2.64,3.05,2.74
Poland,Ekstraklasa,2019/2020,28/02/2020,19:30,Jagiellonia,Lech Poznan,1,1,D,3.64,3.6,2.06,3.64,3.6,2.3,3.28,3.35,2.15
Poland,Ekstraklasa,2019/2020,29/02/2020,14:00,Wisla,Wisla Plock,2,2,D,1.79,3.69,4.72,1.88,3.75,4.76,1.77,3.57,4.42
Poland,Ekstraklasa,2019/2020,29/02/2020,16:30,Gornik Z.,Pogon Szczecin,3,1,H,2.29,3.23,3.4,2.3,3.45,3.5,2.24,3.16,3.25
Poland,Ekstraklasa,2019/2020,29/02/2020,19:00,Legia,Cracovia,2,1,H,1.51,4.37,6.71,1.55,4.37,7.02,1.49,4.11,6.41
Poland,Ekstraklasa,2019/2020,01/03/2020,11:30,Korona Kielce,Lechia Gdansk,1,2,A,2.62,3.26,2.85,2.75,3.4,3,2.56,3.08,2.81
Poland,Ekstraklasa,2019/2020,01/03/2020,14:00,Arka Gdynia,LKS Lodz,1,1,D,2.71,3.33,2.7,2.71,3.4,2.88,2.59,3.22,2.67
Poland,Ekstraklasa,2019/2020,01/03/2020,16:30,Zaglebie,Slask Wroclaw,3,1,H,2.31,3.31,3.28,2.5,3.4,3.28,2.31,3.18,3.09
Poland,Ekstraklasa,2019/2020,03/03/2020,17:00,Lech Poznan,Gornik Z.,4,1,H,1.67,3.92,5.33,1.75,4.15,5.33,1.67,3.84,4.74
Poland,Ekstraklasa,2019/2020,03/03/2020,17:00,Wisla Plock,Rakow,0,2,A,3.29,3.4,2.26,3.3,3.5,2.42,3.11,3.34,2.22
Poland,Ekstraklasa,2019/2020,03/03/2020,19:30,Cracovia,Wisla,0,2,A,1.85,3.67,4.43,1.93,3.67,4.5,1.82,3.48,4.26
Poland,Ekstraklasa,2019/2020,03/03/2020,19:30,Pogon Szczecin,Jagiellonia,1,2,A,2.21,3.21,3.62,2.24,3.5,3.65,2.14,3.2,3.43
Poland,Ekstraklasa,2019/2020,04/03/2020,17:00,LKS Lodz,Zaglebie,3,2,H,3,3.3,2.48,3,3.4,2.6,2.84,3.21,2.45
Poland,Ekstraklasa,2019/2020,04/03/2020,17:00,Slask Wroclaw,Korona Kielce,2,1,H,1.69,3.69,5.58,1.76,3.8,5.58,1.68,3.58,5.11
Poland,Ekstraklasa,2019/2020,04/03/2020,19:30,Lechia Gdansk,Legia,0,2,A,5.39,4.04,1.65,5.39,4.1,1.72,4.87,3.86,1.65
Poland,Ekstraklasa,2019/2020,04/03/2020,19:30,Piast Gliwice,Arka Gdynia,1,0,H,1.66,3.93,5.41,1.68,3.93,5.75,1.63,3.75,5.25
Poland,Ekstraklasa,2019/2020,06/03/2020,19:30,Gornik Z.,Cracovia,3,2,H,2.07,3.63,3.57,2.27,3.63,3.7,2.06,3.4,3.42
Poland,Ekstraklasa,2019/2020,07/03/2020,14:00,Arka Gdynia,Wisla Plock,1,2,A,2.29,3.18,3.48,2.4,3.3,3.55,2.23,3.12,3.33
Poland,Ekstraklasa,2019/2020,07/03/2020,16:30,Zaglebie,Lechia Gdansk,4,4,D,1.73,4.09,4.56,1.93,4.09,4.56,1.8,3.64,4.18
Poland,Ekstraklasa,2019/2020,07/03/2020,19:00,Jagiellonia,Slask Wroclaw,1,0,H,2.24,3.3,3.45,2.35,3.4,3.45,2.21,3.22,3.28
Poland,Ekstraklasa,2019/2020,08/03/2020,11:30,Rakow,Pogon Szczecin,0,0,D,1.93,3.57,4.2,2.06,3.57,4.33,1.93,3.4,3.88
Poland,Ekstraklasa,2019/2020,08/03/2020,14:00,Wisla,Lech Poznan,1,1,D,3.23,3.62,2.2,3.27,3.62,2.25,3.14,3.42,2.18
Poland,Ekstraklasa,2019/2020,08/03/2020,16:30,Legia,Piast Gliwice,1,2,A,1.4,4.63,9.1,1.46,4.74,9.1,1.39,4.42,8.17
Poland,Ekstraklasa,2019/2020,09/03/2020,17:00,Korona Kielce,LKS Lodz,1,0,H,2.49,3.22,3.05,2.5,3.4,3.25,2.37,3.13,3.03
Poland,Ekstraklasa,2019/2020,29/05/2020,17:00,Slask Wroclaw,Rakow,1,1,D,2.85,3.16,2.76,2.86,3.45,3,2.66,3.06,2.73
Poland,Ekstraklasa,2019/2020,29/05/2020,19:30,Pogon Szczecin,Zaglebie,0,3,A,2.7,3.26,2.83,2.7,3.5,2.83,2.57,3.18,2.73
Poland,Ekstraklasa,2019/2020,30/05/2020,14:00,LKS Lodz,Gornik Z.,0,1,A,2.91,3.25,2.58,2.91,3.3,2.7,2.71,3.17,2.58
Poland,Ekstraklasa,2019/2020,30/05/2020,16:30,Piast Gliwice,Wisla,4,0,H,2.03,3.35,4.05,2.04,3.63,4.15,1.95,3.34,3.87
Poland,Ekstraklasa,2019/2020,30/05/2020,19:00,Lech Poznan,Legia,0,1,A,3.16,3.42,2.33,3.16,3.45,2.41,3.02,3.28,2.29
Poland,Ekstraklasa,2019/2020,31/05/2020,11:30,Wisla Plock,Korona Kielce,1,4,A,2.68,3.14,2.87,2.7,3.35,3.45,2.55,3.07,2.85
Poland,Ekstraklasa,2019/2020,31/05/2020,14:00,Cracovia,Jagiellonia,0,1,A,2.34,3.27,3.26,2.34,3.5,3.6,2.19,3.28,3.23
Poland,Ekstraklasa,2019/2020,31/05/2020,16:30,Lechia Gdansk,Arka Gdynia,4,3,H,2.05,3.46,3.82,2.08,3.63,4.5,1.98,3.37,3.71
Poland,Ekstraklasa,2019/2020,05/06/2020,17:00,Korona Kielce,Piast Gliwice,1,2,A,3.42,3.09,2.36,3.45,3.35,2.4,3.28,3.05,2.3
Poland,Ekstraklasa,2019/2020,05/06/2020,19:30,Gornik Z.,Lechia Gdansk,2,2,D,2.01,3.62,3.76,2.05,3.8,4.01,1.96,3.58,3.6
Poland,Ekstraklasa,2019/2020,06/06/2020,14:00,Jagiellonia,Wisla Plock,2,2,D,1.74,3.83,4.87,1.83,3.9,5,1.71,3.69,4.72
